,diarization error rate,total,correct,correct,false alarm,false alarm,missed detection,missed detection,confusion,confusion
cwbvu,39.30271282869632,144.13,89.11900000000001,61.83237355165477,1.6359999999999992,1.1350863803510713,28.215000000000018,19.57607715257061,26.795999999999985,18.591549295774637
dgvwu,66.61980550468184,775.3400000000005,273.4449999999999,35.26775350168955,14.634999999999799,1.8875590063713714,54.32700000000034,7.006861505920022,447.56800000000027,57.72538499239043
diysk,80.45055933937971,1133.479999999999,290.21000000000026,25.603451318064764,68.62100000000146,6.054010657444464,126.85399999999984,11.19155168154709,716.415999999999,63.20499700038815
dkabn,59.47315170802598,1087.2199999999996,461.63599999999974,42.46021964275859,21.01999999999997,1.933371350784568,125.21899999999911,11.517356192858774,500.36500000000075,46.02242416438264
dlast,81.74249337716071,1128.6699999999994,208.13499999999976,18.440731126015567,2.0679999999998913,0.18322450317629532,73.6499999999993,6.525379428885266,846.8850000000002,75.03388944509916
dohag,51.42099949520444,39.620000000000005,19.456999999999997,49.109035840484594,0.20999999999999996,0.5300353356890458,1.576000000000005,3.9777889954568524,18.587,46.91317516405855
duvox,56.75008543993295,907.0699999999996,399.5949999999999,44.053380665218796,7.287999999999849,0.8034661051517361,32.4339999999996,3.5756887561047788,475.04100000000017,52.37093057867644
dxbbt,55.6553508214578,661.0199999999999,304.2079999999998,46.020997851804765,11.08100000000031,1.676348673262581,22.74800000000018,3.441348219418502,334.06399999999985,50.53765392877673
dxokr,13.49104714415231,176.48000000000002,156.802,88.84972801450587,4.130999999999989,2.3407751586581984,0.26799999999998647,0.15185856754305668,19.410000000000025,10.998413417951056
dzsef,20.188025729836713,161.68,129.043,79.81382978723404,0.002999999999985903,0.0018555170707483318,0.5270000000000129,0.3259524987629966,32.11,19.860217714002967
dzxut,35.19814241486068,161.5,117.843,72.96780185758514,13.187999999999995,8.165944272445817,6.157000000000003,3.8123839009287943,37.50000000000001,23.219814241486073
eauve,33.43310740478823,1258.51,857.6989999999996,68.15194158171168,19.947999999999904,1.5850489864999011,143.15700000000012,11.375118195326229,257.65400000000034,20.4729402229621
eazeq,32.68786127167629,100.34000000000002,69.14400000000002,68.90970699621289,1.6029999999999909,1.5975682678891676,8.052000000000014,8.024715965716576,23.143999999999984,23.06557703807054
eddje,69.40165876777256,489.51999999999987,157.49299999999985,32.172944925641424,7.708000000000111,1.5746036934139795,95.13199999999986,19.433731001797657,236.89500000000015,48.393324072560915
eguui,50.286875448242874,125.48999999999997,62.899999999999984,50.123515817993464,0.5149999999999864,0.41039126623634276,27.859999999999964,22.200972189019023,34.73000000000002,27.67551199298751
eoyaz,73.44000000000001,211.24999999999997,59.17899999999998,28.01372781065088,3.070999999999987,1.4537278106508815,8.326999999999988,3.941775147928989,143.74400000000003,68.04449704142014
epygx,62.3672867185465,1037.0100000000011,475.6789999999999,45.87024233131787,85.42399999999861,8.237529049864373,17.543999999999762,1.691786964445834,543.7870000000014,52.4379707042363
eqsta,53.508856513992264,954.0999999999999,459.9349999999998,48.20616287600878,16.363000000000017,1.7150193900010502,153.03900000000067,16.04014254271048,341.1259999999995,35.75369458128075
erslt,59.26889064004903,114.21000000000001,52.44800000000001,45.92242360563874,5.929000000000003,5.191314245687771,8.038000000000006,7.037912617108839,53.72399999999999,47.039663777252414
eucfa,42.332320931409726,79.02000000000002,46.891000000000005,59.340673247279156,1.3219999999999648,1.6729941786888942,1.2319999999999922,1.559098962288018,30.89700000000002,39.10022779043282
euqef,16.629702970297032,25.25,21.262,84.2059405940594,0.21100000000000033,0.8356435643564369,0.9240000000000004,3.659405940594061,3.064,12.134653465346533
ezxso,75.78135297538284,257.94999999999993,72.09999999999998,27.951153324287652,9.628000000000052,3.7325062996705,1.0039999999999747,0.38922271758091687,184.84599999999998,71.65962395813143
fijfi,52.71042284193326,826.5500000000003,412.4860000000001,49.904542979856025,21.613999999999308,2.614965821789281,40.15099999999999,4.857661363498878,373.91300000000024,45.237795656645105
fowhl,33.85610111813334,822.8,579.0149999999996,70.37129314535727,34.783000000000726,4.227394263490608,34.390000000000654,4.179630529897989,209.3949999999997,25.44907632474474
fpfvy,46.17573294127823,115.62999999999998,65.355,56.520799100579445,3.1180000000000057,2.696532041857655,3.322000000000002,2.8729568451094023,46.95299999999999,40.60624405431116
fqrnu,59.06773233766989,171.41,73.39900000000003,42.82072224490989,3.2369999999999632,1.8884545825797583,12.979999999999979,7.572487019427093,85.031,49.60679073566303
fuzfh,53.70733621027854,25.490000000000002,12.91,50.64731267163593,1.1100000000000003,4.354648881914477,11.243000000000002,44.107493134562574,1.3369999999999997,5.24519419380149
fvhrk,30.977223870520714,1125.7399999999998,787.3129999999996,69.93737452697779,10.29599999999974,0.9145983974985114,47.88699999999984,4.253824151224958,290.54000000000025,25.808801321797244
fxnwf,57.81388830913262,335.39000000000004,174.075,51.902263037061324,32.586999999999875,9.716151346193945,34.17200000000001,10.188735501952953,127.14300000000004,37.90900146098573
fyqoe,47.72901779459161,356.84999999999997,190.75099999999992,53.45411237214514,4.222000000000026,1.1831301667367315,71.96900000000008,20.167857643267503,94.13000000000004,26.378029984587375
fzwtp,81.1498635037184,212.46,58.549999999999926,27.55812858891082,18.500999999999998,8.7079920926292,13.69800000000006,6.447331262355295,140.21200000000005,65.9945401487339
gcfwp,42.821012431316035,256.61,186.56199999999995,72.70254471766492,39.83500000000006,15.523557148980967,3.3239999999999923,1.2953509216320456,66.72400000000002,26.002104360703015
gcvrb,47.43721805526802,1110.5899999999995,623.9389999999999,56.180858822787904,40.1820000000011,3.618076878055909,68.86100000000008,6.2003979866557515,417.78999999999974,37.618743190556366
gfneh,78.31065759637188,158.76,37.86999999999999,23.853615520282183,3.436000000000014,2.164273116654078,41.016999999999996,25.835852859662385,79.87299999999999,50.31053162005543
gkiki,50.115405751969234,109.18000000000002,54.834,50.223484154607064,0.37000000000000244,0.3388899065762982,3.7100000000000133,3.398058252427196,50.635999999999996,46.37845759296573
gmmwm,28.07731177362304,277.05999999999995,213.86099999999996,77.18941745470295,14.592000000000002,5.266729228325996,3.628999999999946,1.3098245867320966,59.570000000000036,21.50075795856495
gtjow,56.10006117276932,1144.3000000000004,506.4360000000005,44.25727519007256,4.088999999999885,0.3573363628419019,81.37999999999997,7.111771388621859,556.4839999999998,48.63095342130557
gtnjb,76.32122453738405,1200.7800000000002,291.533,24.278635553556853,7.2030000000001735,0.5998600909409028,56.75400000000027,4.7264278219157765,852.4929999999999,70.99493662452737
gukoa,41.13797120745609,240.34000000000003,146.124,60.798868269950894,4.654999999999976,1.9368394774069966,14.245999999999997,5.927436132146124,79.97000000000001,33.27369559790297
guvqf,62.93109395886339,927.6400000000001,391.9409999999998,42.25141218576169,48.07500000000018,5.182506144625089,99.30800000000015,10.705446078220016,436.3910000000002,47.0431417360183
gwloo,37.21031440968376,767.47,501.7619999999998,65.37871187147377,19.869999999999717,2.5890262811575324,18.246000000000237,2.3774219187720997,247.46200000000005,32.24386620975413
gylzn,19.27862682481752,350.72,289.50100000000003,82.54476505474453,6.3950000000000085,1.8233918795620458,1.8969999999999945,0.5408873175182466,59.322,16.91434762773723
gyomp,62.872471416007,56.85000000000001,23.300000000000004,40.98504837291117,2.1929999999999836,3.8575197889181765,0.048999999999998906,0.0861917326297254,33.501000000000005,58.9287598944591
gzhwb,54.26775387462415,864.5999999999996,425.43299999999965,49.20575988896598,30.032000000000263,3.4735137635901316,58.1380000000004,6.724265556326674,381.0289999999995,44.06997455470734
hcyak,48.06928559588926,301.65,160.65599999999998,53.25907508702138,4.006999999999955,1.3283606829106431,8.014999999999905,2.657052875849463,132.9790000000001,44.08387203712916
heolf,63.43609239306692,1110.04,452.69300000000015,40.781683542935404,46.819000000000365,4.217775936002339,35.21299999999963,3.172228027818784,622.134,56.0460884292458
hhepf,63.542331299369984,1112.7700000000002,440.6620000000004,39.60045651841803,34.971999999999696,3.142787817788015,120.57600000000002,10.83566235610234,551.5319999999998,49.56388112547963
hqhrb,56.36283465151681,1077.2399999999996,503.99700000000064,46.785952990977016,33.92000000000027,3.148787642493807,53.06599999999991,4.92610745980468,520.1769999999992,48.28793954921832
iabca,66.36501394108379,164.98000000000005,60.60499999999998,36.734755727967006,5.1140000000000105,3.0997696690507994,20.652000000000015,12.517880955267312,83.72300000000004,50.747363316765686
iacod,59.680007184123,1002.210000000001,465.9560000000005,46.492850799732594,61.864999999999185,6.172857983855591,38.12699999999971,3.804292513545033,498.1270000000008,49.70285668672237
ibrnm,64.95032505566637,1118.2699999999998,428.85299999999995,38.34968299247946,36.90300000000008,3.300008048145804,8.93599999999991,0.7990914537633944,680.4810000000001,60.85122555375716
ifwki,32.49369939406941,372.97999999999985,261.8599999999998,70.2075178293742,10.07500000000001,2.7012172234436203,21.269999999999932,5.702718644431321,89.8500000000001,24.089763526194467
iiprr,59.94150376770998,1085.5400000000006,511.40799999999996,47.11093096523386,76.55699999999881,7.052434732943858,3.3679999999997525,0.31026033126367986,570.7640000000008,52.578808703502446
ikhje,42.421513301854155,868.2999999999998,506.69200000000006,58.35448577680527,6.737999999999829,0.77599907865943,59.707000000000136,6.876310031095261,301.9009999999996,34.769204192099465
iowob,57.990927168779535,1126.44,499.3889999999999,44.33338659848726,26.182000000000034,2.32431376726679,24.524000000000257,2.177124391889515,602.527,53.48948900962324
isrps,82.0668555240793,176.5,32.94500000000001,18.665722379603405,1.2929999999999922,0.7325779036827151,37.578,21.290651558073655,105.97699999999999,60.04362606232294
isxwc,24.61069306930692,126.24999999999999,97.767,77.43920792079209,2.587999999999984,2.0499009900989975,2.8659999999999846,2.270099009900978,25.61700000000001,20.290693069306943
jbowg,60.593379468418085,1134.35,471.33799999999985,41.55137303301449,24.329000000000306,2.1447525014325657,19.584999999999987,1.7265394278661779,643.4270000000001,56.722087539119336
jdrwl,73.83454951966785,1221.0299999999997,328.84099999999995,26.931443125885526,9.35300000000025,0.7659926455533649,71.50900000000024,5.856449063495594,820.6799999999996,67.21210781061889
jeymh,73.48904006046861,1124.5499999999997,310.43100000000015,27.604908630118736,12.301999999999865,1.0939486905873341,8.048999999999658,0.7157529678537781,806.07,71.6793384020275
jgiyq,55.82027961028512,1080.7900000000004,499.8509999999999,46.24866995438519,22.361000000000214,2.0689495646703064,24.345000000000333,2.2525189907382863,556.5940000000002,51.49881105487652
jjkrt,53.03603712185123,995.6400000000001,482.71100000000035,48.48248362862082,15.118999999999854,1.5185207504720433,84.21900000000042,8.45878028202969,428.7099999999994,43.0587360893495
jjvkx,77.12426876605977,182.91000000000003,45.95,25.121644524629595,4.107999999999941,2.2459132906893777,0.3470000000000013,0.1897107867257128,136.613,74.68864468864467
jrfaz,75.38159612751187,1256.04,314.11500000000046,25.008359606382,4.898000000000394,0.3899557338938564,115.66400000000037,9.20862392917426,826.2609999999993,65.78301646444376
jsbdo,48.20195259944117,869.6099999999999,471.30099999999953,54.196823863570984,20.859999999999843,2.3987764630121373,89.14400000000053,10.25103207184836,309.16499999999996,35.55214406458067
jsymf,52.67981059678337,979.9200000000002,485.10200000000043,49.50424524450979,21.401999999999866,2.1840558412931528,59.850999999999914,6.107743489264419,434.96699999999987,44.388011266225796
jttar,6.827822528257732,615.7600000000001,583.124,94.69988307132648,9.406999999999844,1.527705599584228,3.3209999999999047,0.5393335065609822,29.31500000000006,4.760783422112521
jwggf,63.266867503076774,1088.78,418.5850000000003,38.44532412424919,18.641999999999733,1.7121916273259734,104.48100000000008,9.596153492900317,565.7139999999995,51.95852238285048
jxpom,49.81973278520038,486.49999999999983,256.52400000000017,52.72846865364856,12.397000000000105,2.5482014388489436,55.94699999999999,11.499897225077083,174.02899999999968,35.77163412127436
jzkzt,66.34465020576144,1166.3999999999996,452.94099999999975,38.832390260630994,60.38500000000119,5.177040466392422,113.95800000000074,9.770061728395127,599.5009999999992,51.397548010973885
kajfh,72.69234224406769,779.2100000000002,263.3080000000001,33.79166078464086,50.52399999999988,6.484003028708547,16.339,2.0968673399982025,499.5630000000001,64.11147187536095
kgjaa,60.17010240128786,1118.1499999999996,466.2189999999999,41.69556857308948,20.861000000000068,1.8656709743773263,33.3479999999996,2.982426329204455,618.5830000000003,55.32200509770608
kmjvh,41.327068593438405,366.07,255.51899999999998,69.80058458764717,40.73499999999994,11.127653181085568,1.8590000000000102,0.507826372005357,108.69200000000001,29.691589040347477
kmunk,47.454891276409796,389.05999999999995,209.846,53.936667866138905,5.414000000000021,1.3915591425487128,15.393999999999915,3.9567161877345183,163.82,42.10661594612657
kpjud,58.45813478556844,146.9,63.00899999999997,42.89244383934647,1.9840000000000395,1.350578624914935,13.091000000000047,8.911504424778792,70.79999999999995,48.19605173587471
ktvto,44.74726263686816,800.0399999999997,470.87999999999977,58.85705714714263,28.835999999999892,3.604319784010787,57.48899999999956,7.185765711714362,271.6710000000004,33.957177141143
kvkje,72.4151141127155,858.7999999999997,280.39999999999947,32.65020959478336,43.5010000000004,5.065323707498885,38.48300000000023,4.481020027945999,539.9169999999999,62.86877037727062
kzmyi,77.6680695276685,639.1700000000002,160.79700000000048,25.157156937903913,18.057999999999144,2.825226465572405,8.705999999999563,1.3620789461331977,469.66700000000014,73.48076411596288
laoyl,35.92645218038499,295.5899999999999,197.66899999999995,66.87269528739132,8.274,2.799147467776312,14.322999999999995,4.845563111066003,83.59799999999998,28.281741601542684
lbfnx,78.22297261177147,1122.38,269.5859999999998,24.019137903383857,25.165000000000262,2.2421105151553182,129.47600000000062,11.53584347547182,723.3179999999999,64.44501862114434
ledhe,37.70754266468944,397.86999999999995,253.48700000000005,63.71101113429011,5.643999999999963,1.418553798979557,10.84899999999992,2.7267700505189945,133.534,33.562218815190896
leneg,56.07047471353497,348.2099999999999,176.93899999999996,50.81387668361047,23.97200000000015,6.884351397145446,8.104000000000042,2.327331208178985,163.16699999999986,46.85879210821054
lhuly,49.183176456994566,1125.09,597.3689999999997,53.095219049142706,25.633999999999922,2.2783955061372803,18.937000000000392,1.6831542365499998,508.7839999999999,45.22162671430729
lilfy,39.335680480203145,173.26000000000005,111.07400000000003,64.10827657855246,5.966999999999977,3.4439570587556134,0.4210000000000207,0.24298741775367688,61.76499999999999,35.648736003693855
ljpes,62.56367000435349,183.75999999999996,76.04000000000002,41.38006094906402,7.246999999999984,3.943730953417493,1.9899999999999913,1.0829342620809708,105.72999999999996,57.53700478885502
lkikz,48.835665290093125,1135.67,590.4569999999999,51.99195188743207,9.399000000000587,0.827617177525213,46.42200000000001,4.087631090017347,498.79100000000005,43.920417022550566
lpola,52.16813395477303,811.0199999999999,399.2750000000001,49.23121501319328,11.349000000000348,1.399348967966308,81.319,10.02675643017435,330.4259999999998,40.74202855663238
lscfc,57.64091588881445,775.6400000000001,369.3169999999999,47.614486101799784,40.763000000000176,5.255401990614224,56.41900000000031,7.273864163787363,349.904,45.111649734412865
ltgmz,51.16639382600562,171.03999999999996,84.869,49.61938727782976,1.343999999999987,0.7857811038353527,14.196999999999946,8.300397567820363,71.97400000000005,42.0802151543499
lubpm,37.76163325363249,54.370000000000005,34.73500000000001,63.88633437557477,0.8959999999999886,1.6479676292072623,1.044999999999991,1.9220158175464244,18.590000000000003,34.1916498068788
luobn,37.655725922376625,83.47999999999999,53.48699999999999,64.07163392429324,1.4420000000000028,1.7273598466698645,4.378000000000001,5.244369908960232,25.615,30.683996166746528
mbzht,31.907492058572863,129.07,89.685,69.48555047648563,1.7979999999999974,1.3930425350584934,5.4709999999999726,4.2387851553420415,33.91400000000002,26.27566436817233
mclsr,49.15348330914369,275.6,144.10699999999994,52.28846153846151,3.9739999999999833,1.4419448476052188,6.671999999999979,2.4208998548621112,124.82100000000005,45.29063860667636
mhwyr,62.17065370110178,1081.8400000000004,445.70100000000014,41.198421208311764,36.447999999999496,3.369074909413544,87.86599999999996,8.121903423796487,548.2730000000001,50.67967536789174
mjmgr,18.133224295591404,269.0200000000001,225.14200000000005,83.68968849899635,4.903999999999961,1.822912794587748,4.295000000000073,1.5965355735633304,39.582999999999984,14.713775927440327
mkhie,65.8546489144246,1086.0599999999997,395.4290000000001,36.40949855440769,24.589999999999705,2.2641474688322663,56.990999999999175,5.247500138113842,633.6400000000007,58.34300130747848
mqtep,28.1238273921201,133.24999999999997,97.1,72.8705440900563,1.3250000000000255,0.9943714821763796,3.405999999999996,2.5560975609756076,32.744,24.57335834896811
msbyq,61.711615487316415,37.449999999999996,14.614,39.02269692923899,0.27500000000000213,0.734312416555413,0.7849999999999974,2.096128170894519,22.051,58.881174899866494
mupzb,62.88920056100977,385.0199999999999,197.83599999999993,51.3833047633889,54.95199999999977,14.272505324398676,14.99099999999973,3.8935639707027514,172.19300000000027,44.72313126590835
mxdpo,12.861635220125752,98.57999999999998,95.641,97.01866504361942,9.73999999999998,9.880300263745163,1.8889999999999803,1.9162101846216073,1.0500000000000043,1.065124771758982
mxduo,56.141984402930866,1018.1400000000001,508.82699999999977,49.97613294831749,62.29100000000003,6.118117351248357,20.65799999999997,2.028994047969824,488.6550000000003,47.99487300371268
myjoe,46.98437677752075,527.4199999999998,300.75799999999987,57.024382844791624,21.143000000000004,4.008759622312391,44.591999999999864,8.454741951385968,182.07,34.52087520382239
neiye,2.2104369961815804,47.14000000000001,46.978,99.65634280865505,0.8799999999999919,1.8667798048366393,0.16200000000000533,0.3436571913449412,0.0,0.0
nitgx,55.021880807406085,1167.69,556.6039999999997,47.66710342642308,31.3989999999999,2.6889842338291756,71.889,6.156514143308583,539.1970000000002,46.176382430268326
nkqzr,53.22166685386952,1068.36,516.876,48.380321240031456,17.115000000000016,1.6019880939009339,178.27400000000057,16.686697367928467,373.2099999999998,34.93298139204012
nlvdr,80.06885873380705,1039.8099999999995,261.95400000000046,25.192487088987466,54.70799999999956,5.2613458227945085,28.40799999999878,2.73203758378923,749.4480000000003,72.0754753272233
nprxc,57.713053151368754,368.56999999999977,179.98899999999992,48.83441408687631,24.13199999999989,6.547467238245083,42.67999999999968,11.579889844534202,145.90100000000012,39.58569606858947
nqcpi,59.052910052910036,94.49999999999999,39.664,41.97248677248678,0.9689999999999905,1.0253968253968155,0.5639999999999941,0.5968253968253907,54.272,57.43068783068784
nqyqm,54.955945785718704,978.3400000000001,456.7049999999999,46.681623975305094,16.021000000000164,1.6375697610237916,20.064000000000394,2.05082077805266,501.5709999999999,51.26755524664225
ocfop,47.396714893366514,1358.8599999999992,720.9189999999998,53.05322108237789,6.114000000000026,0.4499359757443761,208.14199999999983,15.317398407488627,429.7989999999999,31.629380510133508
ofbxh,66.83956857513283,1064.3799999999999,357.56100000000066,33.59335951445919,4.607999999999565,0.43292808959202217,79.26399999999867,7.446964429996682,627.5550000000004,58.95967605554412
olzkb,52.75955633836341,210.07,106.40900000000003,50.65406769172183,7.171000000000035,3.4136240300852267,10.32000000000003,4.912648164897429,93.34099999999994,44.433284143380746
ooxlj,20.44957310565628,149.92000000000004,124.76000000000008,83.2177161152615,5.497999999999933,3.6672892209177768,2.4299999999999233,1.6208644610458394,22.730000000000054,15.161419423692667
optsn,50.06156697891488,906.3299999999994,507.59200000000004,56.005207816137656,54.984999999999545,6.066774795052528,76.76399999999926,8.469762669226364,321.9740000000001,35.52502951463598
oqwpd,54.00650090759426,236.89,113.6,47.95474692895437,4.646000000000043,1.9612478365486274,5.708000000000016,2.4095571784372565,117.58199999999997,49.635695892608375
otmpf,44.71156406594206,413.0899999999999,235.117,56.916652545450155,6.726000000000069,1.6282166113922076,0.6920000000000073,0.16751797429131846,177.28099999999995,42.91582948025854
oubab,51.31461402687224,555.2200000000001,276.95800000000014,49.88256907171933,6.647000000000115,1.1971830985915697,60.32800000000057,10.86560282410586,217.9339999999994,39.251828104174805
ouvtt,42.34696469392934,708.6599999999997,440.64699999999993,62.18031213840207,32.08299999999984,4.527276832331422,86.34799999999976,12.184686591595375,181.66499999999996,25.635001270002544
pccww,48.047525351899466,132.14000000000001,69.02600000000002,52.23702134100198,0.37599999999999767,0.28454669290146634,7.893999999999973,5.973967004691972,55.22,41.78901165430604
pgtkk,82.18900281281188,220.42,46.30200000000001,21.006260774884318,7.042999999999945,3.1952635876961915,7.683999999999955,3.4860720442790836,166.43400000000003,75.50766718083659
pkwrt,52.2399468261881,180.54000000000002,86.56599999999999,47.94837709094936,0.34000000000000696,0.18832391713748028,16.179999999999996,8.962002880248141,77.79400000000001,43.089620028802486
poucc,56.82341477880517,944.1899999999999,425.28899999999993,45.04273504273504,17.62000000000053,1.8661498215402124,125.16200000000077,13.256018386129993,393.73899999999924,41.701246571134966
ppexo,19.474331926863467,113.75999999999999,102.13600000000004,89.78199718706053,10.529999999999943,9.256329113924002,3.680999999999936,3.2357594936708303,7.9430000000000005,6.982243319268637
ptses,74.20716280598006,608.6999999999994,208.97999999999973,34.332183341547555,51.97900000000057,8.53934614752762,92.73299999999998,15.234598324297695,306.9869999999996,50.433218334154745
pwnsw,45.1316205221375,1012.7599999999996,569.1959999999999,56.202456653106374,13.510999999999822,1.334077175243871,90.37999999999992,8.92412812512342,353.18399999999986,34.87341522177021
pxqme,2.2693105585041544,371.16999999999996,365.9530000000001,98.59444459412133,3.2059999999999413,0.8637551526254658,5.216999999999928,1.4055554058786885,0.0,0.0
pzxit,62.662620398469414,606.32,237.1920000000001,39.11993666710649,10.807999999999895,1.782557065575916,32.98099999999988,5.439536878216104,336.14700000000005,55.4405264546774
qadia,55.057029839855595,260.39,124.16500000000002,47.68424286646954,7.137999999999986,2.7412727063251223,14.268999999999979,5.479857137370859,121.95600000000002,46.83589999615962
qajyo,57.655671230615255,969.1899999999997,417.9909999999999,43.1278696643589,7.593999999999959,0.7835408949741497,91.50499999999994,9.441389201291798,459.69399999999996,47.43074113434931
qeejz,80.00111781801918,268.3800000000001,66.87000000000006,24.91616364855803,13.196999999999928,4.917281466577212,6.549000000000062,2.440196735971406,194.96099999999998,72.64363961547056
qlrry,36.263450358140815,311.3300000000001,264.513,84.96225869655989,66.08199999999967,21.225709054700687,12.89700000000004,4.142549706099648,33.92000000000013,10.89519159734048
qoarn,61.640709648850056,1061.3700000000003,453.3190000000001,42.71074177713709,46.184999999999775,4.351451425987145,15.215999999999642,1.4336188134203565,592.8350000000007,55.85563940944256
qwepo,51.813389038098066,502.65,245.248,48.79100765940515,3.038000000000024,0.6043966975032377,73.58700000000005,14.639809012235164,183.8149999999999,36.56918332835968
qxana,56.237220275970564,1118.9600000000003,524.758,46.89694001572888,35.07000000000026,3.134160291699458,26.39,2.358439979981411,567.8120000000001,50.74462000428969
ralnu,71.69760653823701,171.30000000000004,56.18699999999998,32.800350262697,7.704999999999995,4.49795680093403,29.965000000000025,17.4927028604787,85.14800000000001,49.70694687682428
rarij,54.588972876834184,1124.4999999999993,530.0310000000001,47.13481547354383,19.384000000000842,1.7237883503780216,57.21799999999999,5.088305913739442,537.2509999999993,47.776878612716736
rmvsh,28.138388816252636,99.43,71.779,72.19048576888262,0.32699999999999996,0.32887458513527096,5.3079999999999945,5.338429045559685,22.343000000000004,22.47108518555768
rpkso,31.922884914691803,340.53,236.93300000000002,69.57771708806861,5.110000000000003,1.500602002760404,23.291999999999973,6.839925997709445,80.305,23.582356914221954
rsypp,53.1161575117284,1082.8400000000001,542.6180000000002,50.11063499686012,34.94100000000002,3.226792508588528,13.275999999999765,1.2260352406634187,526.9460000000001,48.66332976247646
rxulz,63.30000817981043,1100.2700000000007,457.294,41.5619802412135,53.49499999999998,4.861988421023926,66.72900000000064,6.064784098448618,576.2470000000001,52.37323566033789
ryken,59.79676419380861,1177.4499999999998,476.83299999999997,40.49709117159965,3.459999999999601,0.29385536540826374,140.66799999999955,11.946834260478116,559.9490000000003,47.55607456792224
sbrmv,60.074742936144496,231.45999999999995,94.66899999999997,40.90080359457357,2.258000000000003,0.9755465307180522,60.852,26.290503758748816,75.93900000000002,32.80869264667763
sebyw,62.81254276720954,1169.1200000000003,437.9159999999997,37.45689065279865,3.15000000000002,0.2694334200082129,60.798000000000584,5.200321609415678,670.406,57.34278773778566
